source_verse,target_verse,votes
"John 17:21","Acts 4:32",10
"John 17:21","1 John 5:7",3
"John 17:21","1 Corinthians 1:10",7
"John 17:21","Jeremiah 32:39",5
"John 17:21","John 3:17",2
"John 17:22","1 John 3:24",4
"John 17:22","2 Corinthians 5:20",4
"John 17:22","John 14:20",9
"John 17:22","Revelation 21:14",1
"John 17:22","Colossians 1:24",1
"John 17:22","2 Corinthians 3:18",15
"John 17:22","John 1:14",3
"John 17:22","1 John 1:3",2
"John 17:22","Mark 6:7",3
"John 17:22","John 17:24",2
"John 17:22","John 1:16",5
"John 17:22","Luke 22:30",2
"John 17:22","Philippians 1:29",1
"John 17:22","2 Corinthians 6:1",3
"John 17:22","Ephesians 2:20",4
"John 17:22","Acts 5:41",2
"John 17:23","John 16:27",16
"John 17:23","Colossians 3:14",7
"John 17:23","Colossians 1:28",2
"John 17:23","John 6:56",5
"John 17:23","Colossians 2:2",5
"John 17:23","2 Corinthians 5:21",5
"John 17:23","John 3:17",4
"John 17:23","John 14:23",6
"John 17:23","1 John 3:1",11
"John 17:23","John 14:10",6
"John 17:23","1 Corinthians 1:30",6
"John 17:23","1 Peter 5:10",7
"John 17:23","Galatians 3:28",5
"John 17:23","John 17:21",18
"John 17:23","1 John 4:19",3
"John 17:23","1 John 1:3",7
"John 17:23","John 13:35",10
"John 17:23","John 17:24",7
"John 17:23","John 17:26",7
"John 17:23","Philippians 3:15",5
"John 17:24","Luke 23:43",4
"John 17:24","2 Corinthians 5:8",5
"John 17:24","Luke 12:37",10
"John 17:24","John 17:5",19
"John 17:24","John 1:14",3
"John 17:24","Matthew 25:34",8
"John 17:24","Matthew 26:29",8
"John 17:24","2 Corinthians 3:18",11
"John 17:24","Philippians 1:23",7
"John 17:24","1 John 3:2",13
"John 17:24","Genesis 45:13",13
"John 17:24","Revelation 3:21",9
"John 17:24","1 Thessalonians 4:17",10
"John 17:24","John 14:3",16
"John 17:24","1 Corinthians 13:12",9
"John 17:24","Revelation 21:22",3
"John 17:24","John 12:26",19
"John 17:24","2 Corinthians 4:6",15
"John 17:24","Matthew 25:21",12
"John 17:25","Revelation 13:8",2
"John 17:25","John 3:17",2
"John 17:25","John 8:55",3
"John 17:25","Matthew 16:16",2
"John 17:25","John 16:27",5
"John 17:25","Hebrews 8:11",3
"John 17:25","Acts 26:18",2
"John 17:25","John 1:18",2
"John 17:25","John 16:3",2
"John 17:25","John 8:19",2
"John 17:25","John 10:15",3
"John 17:25","Romans 3:26",2
"John 17:25","John 6:19",2
"John 17:25","Matthew 11:27",2
"John 17:25","John 17:21",2
"John 17:25","John 17:23",2
"John 17:25","Acts 17:23",2
"John 17:25","John 17:11",6
"John 17:25","John 17:3",2
"John 17:25","1 John 1:9",2
"John 17:25","Isaiah 45:21",2
"John 17:25","Romans 1:28",2
"John 17:25","John 7:29",5
"John 17:25","Romans 3:11",2
"John 17:25","1 Corinthians 1:21",2
"John 17:25","2 Corinthians 4:4",3
"John 17:25","John 17:18",2
"John 17:25","Luke 10:22",3
"John 17:25","John 16:30",2
"John 17:25","2 Thessalonians 1:8",2
"John 17:25","1 Corinthians 15:34",2
"John 17:25","John 15:21",5
"John 17:25","John 17:8",5
"John 17:26","John 15:4",5
"John 17:26","John 17:23",13
"John 17:26","Ephesians 3:17",3
"John 17:26","Ephesians 5:30",4
"John 17:26","Colossians 3:11",4
"John 17:26","John 15:9",10
"John 17:26","1 Corinthians 12:12",2
"John 17:26","Ephesians 5:32",4
"John 17:26","John 14:23",4
"John 17:26","Colossians 2:10",3
"John 17:26","Galatians 2:20",2
"John 17:26","Ephesians 1:6",2
"John 17:26","2 Thessalonians 2:16",2
"John 17:26","Romans 8:10",2
"John 17:26","1 John 3:24",3
"John 17:26","1 Corinthians 1:30",2
"John 17:26","Colossians 1:27",3
"John 17:26","Hebrews 2:12",7
"John 17:26","Psalms 22:22",6
"John 17:26","John 17:6",13
"John 17:26","John 6:56",2
"John 17:26","John 8:50",4
"John 17:26","John 14:20",7
"John 17:26","John 15:15",7
"John 18:1","2 Kings 23:12",3
"John 18:1","Matthew 26:30",2
"John 18:1","2 Kings 23:6",3
"John 18:1","Mark 14:26",2
"John 18:1","John 18:26",5
"John 18:1","Mark 14:32",7
"John 18:1","John 14:31",3
"John 18:1","Jeremiah 31:40",3
"John 18:1","2 Chronicles 30:14",3
"John 18:1","Genesis 3:23",3
"John 18:1","Matthew 26:36",7
"John 18:1","Genesis 2:15",1
"John 18:1","1 Kings 15:13",3
"John 18:1","2 Samuel 15:23",7
"John 18:1","2 Chronicles 15:16",3
"John 18:2","Luke 22:39",5
"John 18:2","Luke 21:37",5
"John 18:3","John 18:12",5
"John 18:3","Acts 1:16",3
"John 18:3","Psalms 22:12",3
"John 18:3","John 13:2",2
"John 18:4","Nehemiah 6:11",2
"John 18:4","Matthew 26:31",2
"John 18:4","John 13:11",2
"John 18:4","Proverbs 28:1",2
"John 18:4","Matthew 26:21",2
"John 18:4","John 6:64",2
"John 18:4","Acts 2:28",3
"John 18:4","Psalms 27:3",3
"John 18:4","Luke 24:44",2
"John 18:4","John 18:7",4
"John 18:4","Matthew 16:21",2
"John 18:4","Psalms 3:6",2
"John 18:4","Matthew 26:2",2
"John 18:4","John 13:1",6
"John 18:4","John 19:28",2
"John 18:4","1 Peter 4:1",1
"John 18:4","1 Kings 18:10",2
"John 18:5","John 1:46",2
"John 18:5","Jeremiah 8:12",2
"John 18:5","Isaiah 3:9",2
"John 18:5","Matthew 21:11",2
"John 18:5","Matthew 2:23",2
"John 18:5","John 19:19",2
"John 18:6","Psalms 129:5",2
"John 18:6","Psalms 40:14",2
"John 18:6","Psalms 27:2",9
"John 18:7","John 18:4",3
"John 18:8","1 Peter 5:7",1
"John 18:8","Isaiah 53:6",1
"John 18:8","Matthew 26:56",1
"John 18:8","Ephesians 5:25",1
"John 18:8","John 13:1",2
"John 18:8","John 10:28",3
"John 18:8","John 16:32",1
"John 18:8","John 13:36",1
"John 18:8","1 Corinthians 10:13",1
"John 18:8","2 Corinthians 12:9",1
"John 18:9","John 17:12",23
"John 18:10","Mark 14:47",11
"John 18:10","Mark 14:30",2
"John 18:10","Luke 22:33",2
"John 18:10","John 18:26",5
"John 18:11","John 18:36",1
"John 18:11","John 17:24",2
"John 18:11","Hebrews 12:2",5
"John 18:11","Matthew 26:39",8
"John 18:11","2 Corinthians 6:7",4
"John 18:11","Luke 22:42",4
"John 18:11","Psalms 75:8",2
"John 18:11","Matthew 26:42",3
"John 18:11","John 20:17",7
"John 18:11","Luke 12:30",2
"John 18:11","Ezekiel 23:31",2
"John 18:11","Matthew 20:22",8
"John 18:11","John 15:10",5
"John 18:11","2 Corinthians 10:4",4
"John 18:12","Acts 23:10",2
"John 18:12","Genesis 40:3",1
"John 18:12","Mark 14:53",3
"John 18:12","Psalms 118:27",2
"John 18:12","Mark 15:1",3
"John 18:12","Genesis 22:9",3
"John 18:12","John 18:3",5
"John 18:12","Judges 16:21",3
"John 18:12","Matthew 26:57",5
"John 18:12","Acts 21:37",3
"John 18:12","Matthew 27:2",3
"John 18:12","Acts 21:31",3
"John 18:12","Luke 22:54",3
"John 18:13","Acts 4:6",3
"John 18:13","Matthew 26:57",4
"John 18:13","John 11:51",4
"John 18:13","Luke 3:2",4
"John 18:13","Matthew 26:3",4
"John 18:13","John 18:24",7
"John 18:15","Luke 22:54",7
"John 18:15","Matthew 26:3",2
"John 18:15","Mark 14:54",7
"John 18:16","Matthew 26:69",3
"John 18:17","John 18:8",2
"John 18:17","John 18:5",2
"John 18:17","Luke 22:54",3
"John 18:17","Matthew 26:33",3
"John 18:17","John 18:16",3
"John 18:17","Acts 12:13",2
"John 18:17","John 21:15",3
"John 18:17","John 18:25",3
"John 18:18","1 Kings 19:9",2
"John 18:18","Acts 4:23",2
"John 18:18","John 18:25",4
"John 18:18","Mark 14:54",6
"John 18:18","Genesis 49:6",3
"John 18:18","John 21:9",3
"John 18:18","Psalms 1:1",3
"John 18:18","Mark 14:67",4
"John 18:18","Luke 22:44",1
"John 18:18","Proverbs 13:20",3
"John 18:18","1 Corinthians 15:33",2
"John 18:19","Luke 20:20",3
"John 18:20","Psalms 22:22",2
"John 18:20","John 7:14",3
"John 18:20","John 7:26",10
"John 18:20","Luke 4:15",5
"John 18:20","Luke 21:37",6
"John 18:20","Matthew 4:23",9
"John 18:20","Acts 26:26",2
"John 18:20","Matthew 24:26",2
"John 18:20","Psalms 40:9",2
"John 18:20","Matthew 9:35",5
"John 18:20","John 7:28",3
"John 18:20","John 7:4",5
"John 18:20","Isaiah 48:16",10
"John 18:20","John 8:2",3
"John 18:20","John 8:26",3
"John 18:20","Matthew 26:65",3
"John 18:20","Isaiah 45:19",5
"John 18:20","Matthew 26:55",5
"John 18:21","Luke 22:67",3
"John 18:22","Mark 14:65",4
"John 18:22","Jeremiah 20:2",2
"John 18:22","John 19:3",4
"John 18:22","Job 16:10",3
"John 18:22","Micah 5:1",3
"John 18:22","John 18:3",2
"John 18:23","2 Corinthians 10:1",2
"John 18:23","Matthew 5:39",2
"John 18:24","Matthew 26:57",4
"John 18:24","John 18:13",8
"John 18:25","Genesis 18:15",3
"John 18:25","Proverbs 29:25",3
"John 18:25","Luke 22:56",2
"John 18:25","Matthew 26:69",2
"John 18:26","Proverbs 12:19",2
"John 18:26","John 18:1",4
"John 18:26","John 18:10",4
"John 18:26","Matthew 26:73",3
"John 18:27","Luke 22:34",2
"John 18:27","Mark 14:68",3
"John 18:27","John 13:38",7
"John 18:27","Mark 14:30",3
"John 18:27","Matthew 26:34",3
"John 18:28","Acts 3:13",4
"John 18:28","Deuteronomy 16:2",3
"John 18:28","Matthew 27:27",5
"John 18:28","Luke 22:66",2
"John 18:28","John 11:55",4
"John 18:28","John 19:9",7
"John 18:28","Acts 10:28",3
"John 18:28","Proverbs 4:16",2
"John 18:28","John 18:39",3
"John 18:28","Acts 11:3",3
"John 18:28","John 19:14",5
"John 18:28","Ezekiel 45:21",2
"John 18:28","John 18:33",8
"John 18:28","Proverbs 1:16",2
"John 18:28","Psalms 35:16",2
"John 18:28","Mark 15:16",2
"John 18:28","Micah 2:1",3
"John 18:29","Matthew 27:23",6
"John 18:29","Acts 25:16",1
"John 18:30","John 19:12",3
"John 18:30","Luke 24:7",3
"John 18:30","Acts 3:13",3
"John 18:30","Mark 10:33",3
"John 18:30","Mark 15:3",3
"John 18:31","John 19:15",4
"John 18:31","Genesis 49:10",1
"John 18:32","John 10:33",2
"John 18:32","Matthew 26:2",9
"John 18:32","Matthew 20:19",9
"John 18:32","Deuteronomy 21:23",5
"John 18:32","John 8:28",5
"John 18:32","Psalms 22:16",4
"John 18:32","John 3:14",9
"John 18:32","Mark 10:33",5
"John 18:32","John 10:31",2
"John 18:32","Acts 7:59",2
"John 18:32","Galatians 3:13",3
"John 18:33","John 19:9",3
"John 18:33","John 1:49",3
"John 18:33","Jeremiah 23:5",3
"John 18:33","Mark 15:2",4
"John 18:33","John 19:12",4
"John 18:33","Zephaniah 3:15",3
"John 18:33","Matthew 27:11",4
"John 18:33","John 12:13",4
"John 18:33","John 12:15",3
"John 18:33","John 19:3",4
"John 18:33","1 Timothy 6:13",3
"John 18:33","John 18:37",4
"John 18:33","Zechariah 9:9",4
"John 18:35","Ezra 4:12",2
"John 18:35","Acts 21:38",2
"John 18:35","Acts 23:29",2
"John 18:35","John 18:28",2
"John 18:35","Nehemiah 4:2",2
"John 18:35","Acts 3:13",2
"John 18:35","John 19:11",2
"John 18:35","John 19:6",2
"John 18:36","Zechariah 9:9",6
"John 18:36","Luke 12:14",4
"John 18:36","1 Timothy 6:13",7
"John 18:36","Matthew 26:53",5
"John 18:36","John 8:15",4
"John 18:36","Daniel 7:14",11
"John 18:36","Daniel 2:44",11
"John 18:36","Romans 14:17",13
"John 18:36","John 6:15",13
"John 18:37","Matthew 26:64",4
"John 18:37","Revelation 3:14",2
"John 18:37","1 John 3:14",2
"John 18:37","John 7:17",7
"John 18:37","Mark 15:2",6
"John 18:37","Revelation 1:4",2
"John 18:37","1 John 3:19",12
"John 18:37","1 Peter 1:22",4
"John 18:37","John 8:14",20
"John 18:37","Isaiah 55:4",9
"John 18:37","Luke 22:70",1
"John 18:37","John 8:47",27
"John 18:37","Mark 14:62",1
"John 18:37","1 Timothy 6:13",5
"John 18:37","1 John 5:20",4
"John 18:37","Luke 23:3",6
"John 18:37","1 John 4:6",27
"John 18:37","John 3:32",4
"John 18:37","John 14:6",11
"John 18:37","Matthew 27:11",3
"John 18:38","1 Peter 1:19",2
"John 18:38","Acts 17:32",3
"John 18:38","John 19:6",5
"John 18:38","Luke 23:4",5
"John 18:38","Mark 15:14",2
"John 18:38","Matthew 27:24",2
"John 18:38","John 19:4",7
"John 18:40","Mark 15:15",3
"John 18:40","Mark 15:7",3
"John 18:40","Matthew 27:26",3
"John 18:40","Luke 23:25",3
"John 18:40","Matthew 27:16",3
"John 19:1","Matthew 23:34",3
"John 19:1","Luke 23:16",4
"John 19:1","Isaiah 53:5",11
"John 19:1","Hebrews 11:36",2
"John 19:1","Psalms 129:3",3
"John 19:1","1 Peter 2:24",2
"John 19:1","Luke 18:33",4
"John 19:1","Matthew 20:19",5
"John 19:1","Luke 23:23",3
"John 19:1","2 Corinthians 11:24",2
"John 19:1","Isaiah 50:6",5
"John 19:2","Isaiah 49:7",2
"John 19:2","John 19:5",2
"John 19:2","Isaiah 53:3",3
"John 19:2","Luke 23:11",3
"John 19:2","Psalms 22:6",3
"John 19:3","Matthew 27:29",5
"John 19:3","John 18:22",1
"John 19:3","Luke 1:28",3
"John 19:3","John 18:33",2
"John 19:3","Matthew 26:49",3
"John 19:4","1 Peter 3:18",2
"John 19:4","Matthew 27:24",2
"John 19:4","1 Peter 2:22",3
"John 19:4","Luke 23:47",3
"John 19:4","Matthew 27:4",2
"John 19:4","Hebrews 7:26",1
"John 19:4","1 Peter 1:19",2
"John 19:4","Matthew 27:54",2
"John 19:4","2 Corinthians 5:21",2
"John 19:4","John 18:38",8
"John 19:4","John 19:6",8
"John 19:4","Luke 23:41",2
"John 19:4","Luke 23:4",5
"John 19:4","Matthew 27:19",2
"John 19:4","1 John 3:5",2
"John 19:5","Isaiah 40:9",2
"John 19:5","Isaiah 7:14",3
"John 19:5","John 1:29",3
"John 19:5","Hebrews 12:2",3
"John 19:5","Isaiah 43:1",2
"John 19:5","John 19:2",5
"John 19:6","John 18:31",5
"John 19:6","Matthew 27:22",2
"John 19:6","Matthew 27:24",2
"John 19:6","Acts 2:23",2
"John 19:6","John 19:4",3
"John 19:6","John 19:15",1
"John 19:6","Luke 23:4",2
"John 19:6","Acts 7:52",2
"John 19:7","Romans 1:4",7
"John 19:7","Deuteronomy 18:20",3
"John 19:7","Mark 15:39",6
"John 19:7","John 5:18",13
"John 19:7","Leviticus 24:16",16
"John 19:8","John 19:13",2
"John 19:9","John 8:14",2
"John 19:9","Philippians 1:28",2
"John 19:9","John 18:33",3
"John 19:9","Matthew 26:63",2
"John 19:9","Judges 13:6",2
"John 19:9","Isaiah 53:7",2
"John 19:9","John 18:37",1
"John 19:10","Daniel 5:19",2
"John 19:10","John 18:39",2
"John 19:11","Daniel 4:32",3
"John 19:11","Acts 4:28",4
"John 19:11","Matthew 27:2",4
"John 19:11","John 7:30",7
"John 19:11","Lamentations 3:37",2
"John 19:11","Acts 3:13",7
"John 19:11","Daniel 5:21",4
"John 19:11","James 4:17",5
"John 19:11","John 9:41",2
"John 19:11","Luke 22:53",2
"John 19:11","Daniel 4:17",9
"John 19:11","Romans 11:36",4
"John 19:11","Mark 14:44",3
"John 19:11","Daniel 4:25",6
"John 19:11","Romans 13:1",19
"John 19:11","John 18:3",2
"John 19:11","Daniel 4:35",2
"John 19:11","James 1:17",6
"John 19:11","Matthew 6:13",5
"John 19:11","Matthew 26:65",1
"John 19:11","Psalms 62:11",4
"John 19:11","John 3:27",15
"John 19:11","Acts 2:23",10
"John 19:13","Proverbs 29:25",2
"John 19:13","Acts 4:19",2
"John 19:13","Amos 4:7",2
"John 19:13","Ecclesiastes 5:8",2
"John 19:13","Matthew 27:19",3
"John 19:13","Isaiah 57:11",2
"John 19:13","John 19:8",2
"John 19:13","John 5:2",1
"John 19:13","Luke 12:5",2
"John 19:14","Luke 23:54",2
"John 19:14","John 19:5",4
"John 19:14","Matthew 27:62",5
"John 19:14","Mark 15:42",2
"John 19:14","Mark 15:25",3
"John 19:14","John 19:42",3
"John 19:14","John 19:3",2
"John 19:15","Acts 21:36",4
"John 19:15","Acts 22:22",3
"John 19:15","Genesis 49:10",3
"John 19:15","John 18:31",1
"John 19:15","Luke 23:18",5
"John 19:15","John 19:6",3
"John 19:17","Matthew 10:38",2
"John 19:17","Mark 10:21",2
"John 19:17","Luke 23:33",12
"John 19:17","Mark 8:34",2
"John 19:17","Leviticus 24:14",2
"John 19:17","Luke 23:26",4
"John 19:17","Acts 7:58",3
"John 19:17","Matthew 27:37",2
"John 19:17","1 Kings 21:13",2
"John 19:17","Luke 9:23",2
"John 19:17","Luke 14:27",5
"John 19:17","Mark 15:26",2
"John 19:17","Mark 15:32",3
"John 19:17","Luke 23:38",2
"John 19:17","Matthew 16:24",2
"John 19:18","Psalms 22:16",2
"John 19:18","Matthew 27:44",2
"John 19:18","Galatians 3:13",2
"John 19:18","Isaiah 53:12",3
"John 19:18","Hebrews 12:2",1
"John 19:18","John 18:32",2
"John 19:19","John 19:12",2
"John 19:19","John 19:14",3
"John 19:19","Mark 15:26",6
"John 19:19","John 1:49",2
"John 19:19","John 19:21",2
"John 19:19","Acts 26:9",2
"John 19:19","Acts 3:6",2
"John 19:19","John 19:3",2
"John 19:19","Matthew 27:37",7
"John 19:19","John 18:33",2
"John 19:19","Luke 23:38",6
"John 19:20","John 5:2",2
"John 19:20","Acts 21:40",2
"John 19:20","Acts 26:14",2
"John 19:20","Revelation 16:16",2
"John 19:20","Revelation 9:11",1
"John 19:20","John 19:13",2
"John 19:20","Hebrews 13:12",1
"John 19:20","Acts 22:2",2
"John 19:20","Acts 21:37",2
"John 19:21","John 19:14",2
"John 19:21","John 19:19",1
"John 19:22","Psalms 76:10",2
"John 19:22","Psalms 65:7",1
"John 19:22","Esther 4:16",1
"John 19:22","Genesis 43:14",1
"John 19:22","John 19:12",1
"John 19:22","Proverbs 8:29",1
"John 19:23","Matthew 27:35",8
"John 19:23","Luke 23:34",10
"John 19:23","Mark 15:24",9
"John 19:24","John 19:28",6
"John 19:24","Acts 13:27",3
"John 19:24","Psalms 22:18",58
"John 19:25","Mark 16:9",5
"John 19:25","John 20:1",8
"John 19:25","Luke 24:18",6
"John 19:25","Luke 8:2",6
"John 19:25","Luke 23:49",15
"John 19:25","Matthew 12:46",5
"John 19:25","Luke 2:35",6
"John 19:26","John 2:4",10
"John 19:26","John 20:2",10
"John 19:26","John 13:23",10
"John 19:26","John 21:20",6
"John 19:26","John 21:24",13
"John 19:26","John 21:7",9
"John 19:27","John 16:32",8
"John 19:27","John 1:11",3
"John 19:27","Genesis 45:8",2
"John 19:28","Acts 13:29",9
"John 19:28","Luke 18:31",17
"John 19:28","Psalms 22:15",61
"John 19:28","John 13:1",11
"John 19:28","Psalms 69:21",119
"John 19:28","Luke 22:37",21
"John 19:28","John 19:30",36
"John 19:28","Luke 12:50",5
"John 19:28","John 19:24",16
"John 19:28","Luke 9:31",9
"John 19:28","John 18:4",13
"John 19:29","Mark 15:36",7
"John 19:29","Psalms 51:7",5
"John 19:29","Numbers 19:18",15
"John 19:29","Luke 23:36",8
"John 19:29","Exodus 12:22",6
"John 19:29","Matthew 27:48",6
"John 19:29","1 Kings 4:33",3
"John 19:29","Matthew 27:34",4
"John 19:30","Daniel 9:26",4
"John 19:30","Genesis 3:15",5
"John 19:30","Luke 23:46",28
"John 19:30","John 4:34",19
"John 19:30","Matthew 3:15",9
"John 19:30","Isaiah 53:12",14
"John 19:30","Zechariah 13:7",5
"John 19:30","Mark 15:37",21
"John 19:30","Daniel 9:24",31
"John 19:30","Matthew 20:28",18
"John 19:30","1 Corinthians 5:7",8
"John 19:30","John 10:18",18
"John 19:30","Matthew 27:50",13
"John 19:30","Romans 3:25",9
"John 19:30","Isaiah 53:10",29
"John 19:30","John 17:4",95
"John 19:30","Romans 10:4",23
"John 19:30","John 19:28",23
"John 19:30","Philippians 2:8",55
"John 19:30","Hebrews 12:2",34
"John 19:30","John 10:11",33
"John 19:30","Psalms 22:15",12
"John 19:31","Joshua 8:29",4
"John 19:31","Proverbs 12:10",3
"John 19:31","John 19:42",7
"John 19:31","Exodus 12:16",3
"John 19:31","John 19:14",10
"John 19:31","Micah 3:3",3
"John 19:31","Matthew 27:62",2
"John 19:31","John 19:1",3
"John 19:31","Mark 15:42",5
"John 19:32","John 19:18",4
"John 19:34","Zechariah 13:1",9
"John 19:34","Matthew 27:62",3
"John 19:34","Hebrews 9:13",3
"John 19:34","1 Corinthians 1:30",3
"John 19:34","Ephesians 5:26",4
"John 19:34","Zechariah 12:10",9
"John 19:34","Revelation 1:5",4
"John 19:34","1 Corinthians 6:11",3
"John 19:34","1 John 5:6",13
"John 19:34","Titus 2:14",3
"John 19:34","Ezekiel 36:25",6
"John 19:34","Psalms 51:7",3
"John 19:34","1 Peter 3:21",3
"John 19:34","Hebrews 9:22",3
"John 19:34","Acts 22:16",1
"John 19:34","Revelation 7:14",5
"John 19:34","1 John 5:8",8
"John 19:35","John 20:31",3
"John 19:35","John 11:42",2
"John 19:35","Romans 15:4",3
"John 19:35","Acts 10:39",3
"John 19:35","John 15:27",4
"John 19:35","John 14:29",2
"John 19:35","1 John 5:13",2
"John 19:35","John 11:15",2
"John 19:35","John 19:26",2
"John 19:35","John 21:24",7
"John 19:35","1 Peter 5:1",3
"John 19:36","Psalms 22:14",5
"John 19:36","John 19:24",1
"John 19:36","Numbers 9:12",26
"John 19:36","Psalms 34:20",49
"John 19:36","John 19:28",5
"John 19:36","Exodus 12:46",20
"John 19:36","Psalms 35:10",3
"John 19:36","Matthew 1:22",3
"John 19:37","Zechariah 12:10",36
"John 19:37","Revelation 1:7",25
"John 19:38","Proverbs 29:25",2
"John 19:38","John 7:13",1
"John 19:38","Philippians 1:14",1
"John 19:39","Matthew 19:30",2
"John 19:39","Mark 16:1",2
"John 19:39","2 Chronicles 16:14",2
"John 19:39","John 12:7",2
"John 19:39","Song of Solomon 4:6",2
"John 19:39","Song of Solomon 4:14",3
"John 19:39","Psalms 45:8",2
"John 19:39","Proverbs 7:17",2
"John 19:39","Matthew 12:20",2
"John 19:40","Matthew 26:12",2
"John 19:40","Luke 24:12",2
"John 19:40","John 11:44",5
"John 19:40","Acts 5:6",3
"John 19:41","John 20:15",3
"John 19:41","Luke 23:53",5
"John 19:41","Isaiah 22:16",3
"John 19:41","2 Kings 23:30",2
"John 19:41","Matthew 27:60",5
"John 19:42","Isaiah 53:9",3
"John 19:42","John 19:41",3
"John 19:42","Acts 13:29",2
"John 19:42","Matthew 12:40",2
"John 19:42","John 19:20",2
"John 19:42","Colossians 2:12",2
"John 19:42","1 Corinthians 15:4",2
"John 19:42","Psalms 22:15",2
"John 19:42","John 19:14",5
"John 19:42","John 19:31",5
"John 20:1","John 19:25",5
"John 20:1","Mark 15:46",5
"John 20:1","Acts 20:7",1
"John 20:1","Revelation 1:10",4
"John 20:1","Matthew 27:60",6
"John 20:1","Mark 16:9",7
"John 20:1","John 20:26",4
"John 20:1","1 Corinthians 16:2",3
"John 20:2","John 20:15",1
"John 20:2","John 20:9",1
"John 20:2","John 21:20",2
"John 20:2","John 13:23",6
"John 20:2","John 21:24",3
"John 20:2","John 19:26",3
"John 20:2","John 20:13",4
"John 20:2","John 21:7",2
"John 20:3","Luke 24:12",5
"John 20:4","2 Samuel 18:23",2
"John 20:5","John 20:11",2
"John 20:5","John 19:40",5
"John 20:5","John 11:44",2
"John 20:6","John 18:17",2
"John 20:6","John 21:7",2
"John 20:7","John 11:44",4
"John 20:8","John 20:29",2
"John 20:8","John 20:4",3
"John 20:8","John 20:25",4
"John 20:8","John 1:50",2
"John 20:9","1 Corinthians 15:4",7
"John 20:9","Psalms 16:10",23
"John 20:9","Luke 24:26",6
"John 20:9","John 2:22",3
"John 20:9","Hosea 13:14",5
"John 20:9","Isaiah 25:8",13
"John 20:9","Luke 9:45",3
"John 20:9","Isaiah 26:19",9
"John 20:9","Psalms 22:15",3
"John 20:9","Matthew 22:29",5
"John 20:10","John 16:32",2
"John 20:10","John 7:53",2
"John 20:11","John 20:5",5
"John 20:12","Daniel 7:9",2
"John 20:12","Acts 1:10",2
"John 20:12","Revelation 3:4",3
"John 20:12","Matthew 17:2",2
"John 20:12","Revelation 7:14",2
"John 20:12","2 Chronicles 5:12",2
"John 20:13","Luke 24:17",2
"John 20:13","John 19:26",2
"John 20:13","1 Samuel 1:8",3
