source_verse,target_verse,votes
"Revelation 6:9","Leviticus 4:7",3
"Revelation 6:9","2 Corinthians 5:8",3
"Revelation 6:9","Revelation 16:7",4
"Revelation 6:10","Psalms 35:17",2
"Revelation 6:10","Revelation 3:7",7
"Revelation 6:10","Revelation 18:20",6
"Revelation 6:10","Romans 12:19",9
"Revelation 6:10","Genesis 4:10",4
"Revelation 6:10","Revelation 19:2",18
"Revelation 6:10","Psalms 79:10",4
"Revelation 6:10","Psalms 9:12",10
"Revelation 6:10","Revelation 11:18",10
"Revelation 6:10","Revelation 18:24",4
"Revelation 6:10","Judges 16:28",3
"Revelation 6:10","Luke 21:22",7
"Revelation 6:10","Revelation 3:10",3
"Revelation 6:10","Daniel 12:6",2
"Revelation 6:10","Zechariah 1:12",6
"Revelation 6:10","1 Samuel 24:12",4
"Revelation 6:10","Psalms 13:1",2
"Revelation 6:10","Daniel 8:13",1
"Revelation 6:10","Isaiah 61:2",2
"Revelation 6:10","Hebrews 12:24",3
"Revelation 6:11","Revelation 7:14",7
"Revelation 6:11","Revelation 7:9",12
"Revelation 6:11","Daniel 12:13",3
"Revelation 6:11","John 16:2",3
"Revelation 6:11","Revelation 14:13",12
"Revelation 6:11","Hebrews 11:40",6
"Revelation 6:12","Isaiah 24:23",3
"Revelation 6:12","Isaiah 29:6",5
"Revelation 6:12","Matthew 27:45",1
"Revelation 6:12","Mark 15:33",1
"Revelation 6:12","Amos 8:9",10
"Revelation 6:12","Joel 2:10",18
"Revelation 6:12","Matthew 24:7",2
"Revelation 6:12","Matthew 28:2",1
"Revelation 6:12","Revelation 8:5",4
"Revelation 6:12","Revelation 16:18",8
"Revelation 6:12","Revelation 11:13",6
"Revelation 6:12","Isaiah 50:3",6
"Revelation 6:12","Zechariah 14:5",1
"Revelation 6:12","Joel 3:15",12
"Revelation 6:12","Matthew 24:29",23
"Revelation 6:12","Matthew 27:54",1
"Revelation 6:13","Matthew 24:29",9
"Revelation 6:13","Daniel 8:10",4
"Revelation 6:13","Isaiah 33:9",1
"Revelation 6:13","Isaiah 7:2",2
"Revelation 6:13","Daniel 4:14",1
"Revelation 6:13","Revelation 9:1",5
"Revelation 6:13","Ezekiel 32:7",4
"Revelation 6:13","Isaiah 34:4",13
"Revelation 6:13","Nahum 3:12",1
"Revelation 6:13","Luke 21:25",2
"Revelation 6:14","Nahum 1:5",6
"Revelation 6:14","Jeremiah 3:23",3
"Revelation 6:14","Revelation 21:1",5
"Revelation 6:14","Revelation 20:11",6
"Revelation 6:14","Habakkuk 3:10",3
"Revelation 6:14","Ezekiel 38:20",5
"Revelation 6:14","Isaiah 34:4",20
"Revelation 6:14","Isaiah 54:10",6
"Revelation 6:14","Jeremiah 51:25",5
"Revelation 6:14","Habakkuk 3:6",5
"Revelation 6:14","2 Peter 3:10",12
"Revelation 6:14","Psalms 102:26",8
"Revelation 6:14","Revelation 16:20",14
"Revelation 6:15","Hebrews 11:38",3
"Revelation 6:15","1 Samuel 13:6",3
"Revelation 6:15","Isaiah 42:22",3
"Revelation 6:15","Isaiah 2:19",10
"Revelation 6:15","Psalms 76:12",3
"Revelation 6:15","Micah 7:17",3
"Revelation 6:15","Isaiah 2:21",8
"Revelation 6:15","Judges 6:2",2
"Revelation 6:15","Isaiah 2:10",6
"Revelation 6:16","Revelation 4:2",8
"Revelation 6:16","Hosea 10:8",16
"Revelation 6:16","Matthew 26:64",4
"Revelation 6:16","Revelation 4:9",2
"Revelation 6:16","Revelation 19:15",2
"Revelation 6:16","Psalms 14:5",4
"Revelation 6:16","Revelation 4:5",2
"Revelation 6:16","Luke 23:30",17
"Revelation 6:16","Revelation 20:11",5
"Revelation 6:16","Jeremiah 8:3",4
"Revelation 6:16","Revelation 10:6",2
"Revelation 6:16","Revelation 6:10",2
"Revelation 6:17","Revelation 11:18",4
"Revelation 6:17","Jeremiah 30:7",7
"Revelation 6:17","Luke 21:36",4
"Revelation 6:17","Malachi 3:2",9
"Revelation 6:17","Jude 1:6",4
"Revelation 6:17","Joel 2:11",9
"Revelation 6:17","Joel 2:31",8
"Revelation 6:17","Revelation 16:14",7
"Revelation 6:17","Psalms 76:7",9
"Revelation 6:17","Romans 2:5",5
"Revelation 7:1","Mark 13:27",12
"Revelation 7:1","Isaiah 27:8",7
"Revelation 7:1","Revelation 9:14",5
"Revelation 7:1","Ezekiel 37:9",8
"Revelation 7:1","Jeremiah 49:36",17
"Revelation 7:1","Revelation 9:4",3
"Revelation 7:1","Ezekiel 7:2",8
"Revelation 7:1","Revelation 7:3",4
"Revelation 7:1","Jonah 1:4",3
"Revelation 7:1","Zechariah 6:1",3
"Revelation 7:1","Daniel 7:2",19
"Revelation 7:1","Isaiah 27:3",2
"Revelation 7:1","Isaiah 11:12",5
"Revelation 7:1","Matthew 24:31",24
"Revelation 7:1","Revelation 6:6",2
"Revelation 7:1","Daniel 8:8",9
"Revelation 7:2","Ephesians 4:30",9
"Revelation 7:2","Revelation 10:1",1
"Revelation 7:2","John 6:27",3
"Revelation 7:2","Hebrews 12:22",1
"Revelation 7:2","2 Timothy 2:19",6
"Revelation 7:2","Revelation 8:3",1
"Revelation 7:2","2 Corinthians 1:22",9
"Revelation 7:2","Ephesians 1:13",6
"Revelation 7:2","Revelation 1:3",2
"Revelation 7:2","Song of Solomon 8:6",1
"Revelation 7:2","Revelation 10:4",1
"Revelation 7:2","Revelation 9:4",6
"Revelation 7:2","Revelation 5:2",4
"Revelation 7:3","Matthew 24:31",1
"Revelation 7:3","Zephaniah 2:3",2
"Revelation 7:3","Revelation 13:16",11
"Revelation 7:3","Ezekiel 9:4",15
"Revelation 7:3","Revelation 6:6",3
"Revelation 7:3","Revelation 14:1",9
"Revelation 7:3","Daniel 3:17",1
"Revelation 7:3","Isaiah 54:17",5
"Revelation 7:3","Malachi 3:18",3
"Revelation 7:3","Exodus 12:23",3
"Revelation 7:3","Revelation 9:4",12
"Revelation 7:3","Daniel 3:26",1
"Revelation 7:3","John 12:26",2
"Revelation 7:3","Exodus 12:13",9
"Revelation 7:3","Isaiah 27:8",2
"Revelation 7:3","Matthew 24:22",2
"Revelation 7:3","Revelation 19:2",3
"Revelation 7:3","Daniel 6:16",1
"Revelation 7:3","Revelation 20:4",9
"Revelation 7:3","Isaiah 6:13",2
"Revelation 7:3","Revelation 22:4",13
"Revelation 7:3","Isaiah 65:8",2
"Revelation 7:3","Romans 6:22",1
"Revelation 7:4","Revelation 9:16",4
"Revelation 7:4","Genesis 15:5",2
"Revelation 7:4","Romans 9:27",4
"Revelation 7:4","Ezekiel 48:19",3
"Revelation 7:4","Revelation 14:3",9
"Revelation 7:4","Zechariah 9:1",3
"Revelation 7:4","Revelation 14:1",10
"Revelation 7:4","James 1:1",4
"Revelation 7:4","Acts 26:7",5
"Revelation 7:4","Matthew 19:28",7
"Revelation 7:4","Luke 22:30",8
"Revelation 7:4","Ezekiel 48:31",4
"Revelation 7:4","Ezekiel 47:13",3
"Revelation 7:6","Luke 2:36",4
"Revelation 7:7","Genesis 35:23",5
"Revelation 7:7","Joshua 19:1",2
"Revelation 7:7","Numbers 26:14",4
"Revelation 7:7","Genesis 49:5",3
"Revelation 7:7","Exodus 6:16",3
"Revelation 7:7","Numbers 1:22",3
"Revelation 7:7","Genesis 29:34",3
"Revelation 7:7","Joshua 19:17",2
"Revelation 7:7","Judges 1:3",3
"Revelation 7:7","Genesis 30:18",3
"Revelation 7:7","Genesis 49:11",1
"Revelation 7:7","Numbers 25:14",3
"Revelation 7:9","Daniel 6:25",4
"Revelation 7:9","Hebrews 11:12",4
"Revelation 7:9","Revelation 4:4",5
"Revelation 7:9","Jeremiah 16:19",2
"Revelation 7:9","Jeremiah 3:17",7
"Revelation 7:9","Daniel 4:1",3
"Revelation 7:9","Ephesians 6:13",4
"Revelation 7:9","Zechariah 2:11",9
"Revelation 7:9","Romans 11:25",7
"Revelation 7:9","Revelation 3:18",7
"Revelation 7:9","Revelation 5:11",3
"Revelation 7:9","Genesis 49:10",3
"Revelation 7:9","Psalms 98:3",5
"Revelation 7:9","Revelation 5:9",26
"Revelation 7:9","Genesis 13:16",3
"Revelation 7:9","Psalms 2:8",10
"Revelation 7:9","Revelation 11:15",6
"Revelation 7:9","Psalms 76:4",2
"Revelation 7:9","Psalms 22:27",7
"Revelation 7:9","Luke 21:36",6
"Revelation 7:9","Luke 12:1",6
"Revelation 7:9","Hosea 1:10",4
"Revelation 7:9","Psalms 77:2",3
"Revelation 7:9","Hebrews 12:22",5
"Revelation 7:9","Revelation 6:11",9
"Revelation 7:9","John 12:13",20
"Revelation 7:9","Leviticus 23:40",6
"Revelation 7:10","Isaiah 45:15",4
"Revelation 7:10","Jeremiah 3:23",6
"Revelation 7:10","Revelation 19:1",14
"Revelation 7:10","Revelation 12:10",9
"Revelation 7:10","Revelation 21:5",6
"Revelation 7:10","Zechariah 9:9",4
"Revelation 7:10","Zechariah 4:7",2
"Revelation 7:10","Psalms 115:1",4
"Revelation 7:10","Isaiah 45:21",9
"Revelation 7:10","Psalms 3:8",12
"Revelation 7:10","Isaiah 43:11",7
"Revelation 7:10","Hosea 13:4",4
"Revelation 7:10","Ephesians 2:8",8
"Revelation 7:10","Revelation 4:6",4
"Revelation 7:10","Psalms 37:39",4
"Revelation 7:10","Luke 3:6",7
"Revelation 7:10","John 4:22",4
"Revelation 7:10","Jonah 2:9",4
"Revelation 7:10","Revelation 5:7",5
"Revelation 7:10","Revelation 22:3",8
"Revelation 7:10","John 1:29",7
"Revelation 7:10","John 1:36",4
"Revelation 7:11","Psalms 97:7",1
"Revelation 7:11","Revelation 4:10",7
"Revelation 7:11","Revelation 22:9",2
"Revelation 7:11","Hebrews 1:6",5
"Revelation 7:11","Matthew 4:10",3
"Revelation 7:11","Psalms 45:11",1
"Revelation 7:11","John 5:23",3
"Revelation 7:11","Revelation 4:6",7
"Revelation 7:11","Revelation 4:4",4
"Revelation 7:11","Revelation 15:4",2
"Revelation 7:11","Revelation 11:16",4
"Revelation 7:12","Psalms 107:22",8
"Revelation 7:12","Revelation 1:18",3
"Revelation 7:12","Matthew 6:13",3
"Revelation 7:12","Isaiah 51:3",5
"Revelation 7:12","Psalms 50:14",3
"Revelation 7:12","Jonah 2:9",8
"Revelation 7:12","Nehemiah 12:8",3
"Revelation 7:12","Revelation 19:4",9
"Revelation 7:12","Psalms 41:13",5
"Revelation 7:12","Nehemiah 12:46",3
"Revelation 7:12","2 Corinthians 4:15",4
"Revelation 7:12","Colossians 2:7",4
"Revelation 7:12","Jeremiah 33:11",5
"Revelation 7:12","Psalms 147:7",8
"Revelation 7:12","Jeremiah 33:9",3
"Revelation 7:12","Psalms 72:19",7
"Revelation 7:12","Psalms 95:2",4
"Revelation 7:12","Psalms 116:17",4
"Revelation 7:12","Psalms 89:52",6
"Revelation 7:12","Jude 1:25",12
"Revelation 7:12","Psalms 100:4",10
"Revelation 7:12","Colossians 3:17",10
"Revelation 7:12","Psalms 106:48",4
"Revelation 7:13","Revelation 5:5",2
"Revelation 7:13","Revelation 4:10",3
"Revelation 7:13","Judges 13:6",1
"Revelation 7:13","Revelation 4:4",1
"Revelation 7:13","Revelation 5:11",2
"Revelation 7:13","Revelation 7:9",4
"Revelation 7:13","John 7:28",1
"Revelation 7:14","2 Thessalonians 1:4",7
"Revelation 7:14","Revelation 2:9",7
"Revelation 7:14","1 Peter 1:19",26
"Revelation 7:14","Hebrews 13:12",42
"Revelation 7:14","Revelation 22:14",65
"Revelation 7:14","Revelation 5:9",16
"Revelation 7:14","Acts 14:22",8
"Revelation 7:14","1 John 1:7",69
"Revelation 7:14","Revelation 17:6",9
"Revelation 7:14","Zechariah 13:1",13
"Revelation 7:14","1 Corinthians 6:11",17
"Revelation 7:14","Isaiah 1:18",27
"Revelation 7:14","Hebrews 9:14",35
"Revelation 7:14","Revelation 1:5",38
"Revelation 7:14","John 16:33",11
"Revelation 7:14","Revelation 15:2",7
"Revelation 7:14","Matthew 24:21",16
"Revelation 7:14","Romans 5:3",9
"Revelation 7:14","Revelation 12:11",37
"Revelation 7:15","Hebrews 8:1",2
"Revelation 7:15","Exodus 29:45",2
"Revelation 7:15","Hebrews 12:2",3
"Revelation 7:15","Revelation 22:3",8
"Revelation 7:15","Revelation 4:4",2
"Revelation 7:15","John 1:14",3
"Revelation 7:15","1 Chronicles 23:25",3
"Revelation 7:15","1 Kings 6:13",2
"Revelation 7:15","Revelation 22:5",2
"Revelation 7:15","1 Corinthians 3:16",2
"Revelation 7:15","Revelation 7:9",2
"Revelation 7:15","Revelation 11:19",2
"Revelation 7:15","Revelation 20:10",1
"Revelation 7:15","2 Corinthians 6:16",4
"Revelation 7:16","James 1:11",2
"Revelation 7:16","Isaiah 65:13",4
"Revelation 7:16","Isaiah 41:17",6
"Revelation 7:16","Mark 4:6",2
"Revelation 7:16","Psalms 121:6",9
"Revelation 7:16","Isaiah 25:4",5
"Revelation 7:16","Matthew 13:21",2
"Revelation 7:16","Isaiah 49:10",15
"Revelation 7:16","Isaiah 32:2",2
"Revelation 7:16","Luke 6:21",8
"Revelation 7:16","Jonah 4:8",2
"Revelation 7:16","Luke 1:53",5
"Revelation 7:16","Matthew 5:6",9
"Revelation 7:16","Revelation 21:4",8
"Revelation 7:16","Mark 4:17",2
"Revelation 7:16","Psalms 42:2",3
"Revelation 7:16","Song of Solomon 1:6",3
"Revelation 7:16","Matthew 13:6",3
"Revelation 7:16","Psalms 63:1",2
"Revelation 7:16","John 4:14",9
"Revelation 7:16","Psalms 143:6",2
"Revelation 7:17","Micah 7:14",2
"Revelation 7:17","Psalms 22:26",3
"Revelation 7:17","John 10:11",11
"Revelation 7:17","Jeremiah 2:13",5
"Revelation 7:17","Isaiah 60:20",6
"Revelation 7:17","Isaiah 30:19",4
